IID,path,instance
1990308,1990308_21015_0_0.png,left
1990308,1990308_21016_0_0.png,right
1990370,1990370_21015_0_0.png,left
1990370,1990370_21016_0_0.png,right
1990441,1990441_21015_0_0.png,left
1990441,1990441_21016_0_0.png,right
1990596,1990596_21015_0_0.png,left
1990596,1990596_21016_0_0.png,right
1990655,1990655_21015_1_0.png,left
1990655,1990655_21016_1_0.png,right
1990711,1990711_21015_0_0.png,left
1990711,1990711_21016_0_0.png,right
1990931,1990931_21015_0_0.png,left
1990931,1990931_21016_0_0.png,right
1991024,1991024_21015_1_0.png,left
1991024,1991024_21016_1_0.png,right
1991133,1991133_21015_0_0.png,left
1991133,1991133_21016_0_0.png,right
1991274,1991274_21015_1_0.png,left
1991274,1991274_21016_1_0.png,right
1991302,1991302_21015_1_0.png,left
1991302,1991302_21016_1_0.png,right
1991431,1991431_21015_0_0.png,left
1991431,1991431_21016_0_0.png,right
1991450,1991450_21015_0_0.png,left
1991450,1991450_21016_0_0.png,right
1991484,1991484_21015_0_0.png,left
1991484,1991484_21016_0_0.png,right
1991660,1991660_21015_0_0.png,left
1991660,1991660_21016_0_0.png,right
1991763,1991763_21015_1_0.png,left
1991763,1991763_21016_1_0.png,right
1991800,1991800_21015_0_0.png,left
1991800,1991800_21016_0_0.png,right
1991920,1991920_21015_0_0.png,left
1991920,1991920_21016_0_0.png,right
1991937,1991937_21015_0_0.png,left
1991937,1991937_21016_0_0.png,right
1992103,1992103_21015_0_0.png,left
1992103,1992103_21016_0_0.png,right
1992167,1992167_21015_0_0.png,left
1992167,1992167_21016_0_0.png,right
1992442,1992442_21015_0_0.png,left
1992442,1992442_21016_0_0.png,right
1992478,1992478_21015_0_0.png,left
1992478,1992478_21016_0_0.png,right
1992641,1992641_21015_1_0.png,left
1992641,1992641_21016_1_0.png,right
1992706,1992706_21015_0_0.png,left
1992706,1992706_21016_0_0.png,right
1992794,1992794_21015_0_0.png,left
1992794,1992794_21016_0_0.png,right
1992954,1992954_21015_0_0.png,left
1992954,1992954_21016_0_0.png,right
1993165,1993165_21015_1_0.png,left
1993165,1993165_21016_1_0.png,right
1993291,1993291_21015_1_0.png,left
1993291,1993291_21016_1_0.png,right
1993347,1993347_21015_0_0.png,left
1993347,1993347_21016_0_0.png,right
1993408,1993408_21015_1_0.png,left
1993408,1993408_21016_1_0.png,right
1993449,1993449_21015_0_0.png,left
1993449,1993449_21016_0_0.png,right
1993495,1993495_21015_0_0.png,left
1993495,1993495_21016_0_0.png,right
1993512,1993512_21015_1_0.png,left
1993512,1993512_21016_1_0.png,right
1993537,1993537_21015_0_0.png,left
1993537,1993537_21016_0_0.png,right
1993689,1993689_21015_0_0.png,left
1993689,1993689_21016_0_0.png,right
1993728,1993728_21015_0_0.png,left
1993728,1993728_21016_0_0.png,right
1993772,1993772_21015_0_0.png,left
1993772,1993772_21016_0_0.png,right
1993822,1993822_21015_0_1.png,left
1993822,1993822_21016_0_0.png,right
1993858,1993858_21015_1_0.png,left
1993858,1993858_21016_1_0.png,right
1993883,1993883_21015_0_0.png,left
1993883,1993883_21016_0_0.png,right
1994012,1994012_21015_0_0.png,left
1994012,1994012_21016_0_0.png,right
1994020,1994020_21015_1_0.png,left
1994020,1994020_21016_1_0.png,right
1994068,1994068_21015_1_0.png,left
1994068,1994068_21016_1_0.png,right
1994085,1994085_21015_0_0.png,left
1994085,1994085_21016_0_0.png,right
1994107,1994107_21015_0_0.png,left
1994107,1994107_21016_0_0.png,right
1994214,1994214_21015_1_0.png,left
1994214,1994214_21016_1_0.png,right
1994249,1994249_21015_0_0.png,left
1994249,1994249_21016_0_0.png,right
1994286,1994286_21015_0_0.png,left
1994286,1994286_21016_0_0.png,right
1994335,1994335_21015_0_0.png,left
1994335,1994335_21016_0_0.png,right
1994344,1994344_21015_0_0.png,left
1994344,1994344_21016_0_0.png,right
1994454,1994454_21015_0_0.png,left
1994454,1994454_21016_0_0.png,right
1994569,1994569_21015_0_0.png,left
1994569,1994569_21016_0_0.png,right
1994627,1994627_21015_0_0.png,left
1994627,1994627_21016_0_0.png,right
1994750,1994750_21015_0_0.png,left
1994750,1994750_21016_0_0.png,right
1994816,1994816_21015_0_0.png,left
1994816,1994816_21016_0_0.png,right
1994859,1994859_21015_0_0.png,left
1994859,1994859_21016_0_0.png,right
1995005,1995005_21015_0_0.png,left
1995005,1995005_21016_0_0.png,right
1995031,1995031_21015_1_0.png,left
1995031,1995031_21016_1_0.png,right
1995135,1995135_21015_0_0.png,left
1995135,1995135_21016_0_0.png,right
1995144,1995144_21015_1_0.png,left
1995144,1995144_21016_1_1.png,right
1995614,1995614_21015_0_0.png,left
1995614,1995614_21016_0_0.png,right
1995716,1995716_21015_1_0.png,left
1995716,1995716_21016_1_0.png,right
1995723,1995723_21015_0_0.png,left
1995723,1995723_21016_0_0.png,right
1995840,1995840_21015_0_0.png,left
1995840,1995840_21016_0_0.png,right
1995853,1995853_21015_0_0.png,left
1995853,1995853_21016_0_0.png,right
1995910,1995910_21015_0_0.png,left
1995910,1995910_21016_0_0.png,right
1996004,1996004_21015_0_0.png,left
1996004,1996004_21016_0_0.png,right
1996218,1996218_21015_0_0.png,left
1996218,1996218_21016_0_0.png,right
1996247,1996247_21015_0_0.png,left
1996247,1996247_21016_0_0.png,right
1996376,1996376_21015_0_0.png,left
1996376,1996376_21016_0_0.png,right
1996445,1996445_21015_0_0.png,left
1996445,1996445_21016_0_0.png,right
1996524,1996524_21015_0_0.png,left
1996524,1996524_21016_0_0.png,right
1996575,1996575_21015_0_0.png,left
1996575,1996575_21016_0_0.png,right
1996935,1996935_21015_0_0.png,left
1996935,1996935_21016_0_0.png,right
1997032,1997032_21015_0_0.png,left
1997032,1997032_21016_0_0.png,right
1997164,1997164_21015_0_0.png,left
1997164,1997164_21016_0_0.png,right
1997252,1997252_21015_0_0.png,left
1997252,1997252_21016_0_0.png,right
1997330,1997330_21015_0_0.png,left
1997330,1997330_21016_0_0.png,right
1997365,1997365_21015_0_0.png,left
1997365,1997365_21016_0_0.png,right
1997443,1997443_21015_0_0.png,left
1997443,1997443_21016_0_0.png,right
1997592,1997592_21015_0_0.png,left
1997592,1997592_21016_0_0.png,right
1997607,1997607_21015_0_0.png,left
1997607,1997607_21016_0_0.png,right
1997658,1997658_21015_0_0.png,left
1997658,1997658_21016_0_0.png,right
1997713,1997713_21015_0_0.png,left
1997713,1997713_21016_0_0.png,right
1997755,1997755_21015_0_0.png,left
1997755,1997755_21016_0_0.png,right
1997797,1997797_21015_0_0.png,left
1997797,1997797_21016_0_0.png,right
1997887,1997887_21015_0_0.png,left
1997887,1997887_21016_0_0.png,right
1998015,1998015_21015_0_0.png,left
1998015,1998015_21016_0_0.png,right
1998298,1998298_21015_0_0.png,left
1998298,1998298_21016_0_0.png,right
1998311,1998311_21015_0_0.png,left
1998311,1998311_21016_0_0.png,right
1998367,1998367_21015_0_0.png,left
1998367,1998367_21016_0_0.png,right
1998435,1998435_21015_0_0.png,left
1998435,1998435_21016_0_0.png,right
1998647,1998647_21015_1_0.png,left
1998647,1998647_21016_1_0.png,right
1998714,1998714_21015_0_0.png,left
1998714,1998714_21016_0_0.png,right
1998837,1998837_21015_0_0.png,left
1998837,1998837_21016_0_0.png,right
1998868,1998868_21015_1_0.png,left
1998868,1998868_21016_1_0.png,right
1998879,1998879_21015_0_0.png,left
1998879,1998879_21016_0_0.png,right
1998942,1998942_21015_0_0.png,left
1998942,1998942_21016_0_0.png,right
1999044,1999044_21015_0_0.png,left
1999044,1999044_21016_0_0.png,right
1999707,1999707_21015_0_0.png,left
1999707,1999707_21016_0_0.png,right
1999774,1999774_21015_0_0.png,left
1999774,1999774_21016_0_0.png,right
1999783,1999783_21015_1_0.png,left
1999783,1999783_21016_1_0.png,right
1999889,1999889_21015_0_0.png,left
1999889,1999889_21016_0_0.png,right
2000023,2000023_21015_0_1.png,left
2000023,2000023_21016_0_0.png,right
2000059,2000059_21015_0_0.png,left
2000059,2000059_21016_0_0.png,right
2000247,2000247_21015_0_0.png,left
2000247,2000247_21016_0_0.png,right
2000266,2000266_21015_0_0.png,left
2000266,2000266_21016_0_0.png,right
2000317,2000317_21015_0_0.png,left
2000317,2000317_21016_0_0.png,right
2000524,2000524_21015_0_0.png,left
2000524,2000524_21016_0_0.png,right
2000567,2000567_21015_1_0.png,left
2000567,2000567_21016_1_0.png,right
2000589,2000589_21015_1_0.png,left
2000589,2000589_21016_1_0.png,right
2000702,2000702_21015_0_0.png,left
2000702,2000702_21016_0_0.png,right
2000771,2000771_21015_0_0.png,left
2000771,2000771_21016_0_0.png,right
2000808,2000808_21015_0_0.png,left
2000808,2000808_21016_0_0.png,right
2000814,2000814_21015_0_0.png,left
2000814,2000814_21016_0_0.png,right
2000821,2000821_21015_1_0.png,left
2000821,2000821_21016_1_0.png,right
2000919,2000919_21015_0_0.png,left
2000919,2000919_21016_0_0.png,right
2001259,2001259_21015_0_0.png,left
2001259,2001259_21016_0_0.png,right
2001346,2001346_21015_0_0.png,left
2001346,2001346_21016_0_0.png,right
2001367,2001367_21015_0_0.png,left
2001367,2001367_21016_0_0.png,right
2001487,2001487_21015_0_0.png,left
2001487,2001487_21016_0_0.png,right
2001631,2001631_21015_0_0.png,left
2001631,2001631_21016_0_0.png,right
2001692,2001692_21015_0_0.png,left
2001692,2001692_21016_0_0.png,right
2001981,2001981_21015_0_0.png,left
2001981,2001981_21016_0_0.png,right
2002316,2002316_21015_0_0.png,left
2002316,2002316_21016_0_0.png,right
2002468,2002468_21015_0_0.png,left
2002468,2002468_21016_0_0.png,right
2002550,2002550_21015_0_0.png,left
2002550,2002550_21016_0_0.png,right
2002699,2002699_21015_1_0.png,left
2002699,2002699_21016_1_0.png,right
2002835,2002835_21015_0_0.png,left
2002835,2002835_21016_0_0.png,right
2002856,2002856_21015_0_0.png,left
2002856,2002856_21016_0_0.png,right
2002957,2002957_21015_1_0.png,left
2002957,2002957_21016_1_0.png,right
2003043,2003043_21015_0_0.png,left
2003043,2003043_21016_0_0.png,right
2003174,2003174_21015_0_0.png,left
2003174,2003174_21016_0_0.png,right
2003249,2003249_21015_0_0.png,left
2003249,2003249_21016_0_0.png,right
2003257,2003257_21015_1_0.png,left
2003257,2003257_21016_1_0.png,right
2003270,2003270_21015_0_0.png,left
2003270,2003270_21016_0_0.png,right
2003286,2003286_21015_0_0.png,left
2003286,2003286_21016_0_0.png,right
2003448,2003448_21015_1_0.png,left
2003448,2003448_21016_1_0.png,right
2003491,2003491_21015_0_0.png,left
2003491,2003491_21016_0_0.png,right
2003639,2003639_21015_0_0.png,left
2003639,2003639_21016_0_0.png,right
2003671,2003671_21015_0_0.png,left
2003671,2003671_21016_0_0.png,right
2003747,2003747_21015_0_0.png,left
2003747,2003747_21016_0_0.png,right
2003882,2003882_21015_0_0.png,left
2003882,2003882_21016_0_0.png,right
2003898,2003898_21015_0_0.png,left
2003898,2003898_21016_0_0.png,right
2003903,2003903_21015_0_0.png,left
2003903,2003903_21016_0_0.png,right
2004055,2004055_21015_0_0.png,left
2004055,2004055_21016_0_0.png,right
2004130,2004130_21015_0_0.png,left
2004130,2004130_21016_0_0.png,right
2004165,2004165_21015_0_0.png,left
2004165,2004165_21016_0_0.png,right
2004350,2004350_21015_1_0.png,left
2004350,2004350_21016_1_0.png,right
2004470,2004470_21015_0_0.png,left
2004470,2004470_21016_0_0.png,right
2004551,2004551_21015_0_0.png,left
2004551,2004551_21016_0_0.png,right
2004568,2004568_21015_0_0.png,left
2004568,2004568_21016_1_0.png,right
2004701,2004701_21015_1_0.png,left
2004701,2004701_21016_1_0.png,right
2004810,2004810_21015_0_0.png,left
2004810,2004810_21016_0_0.png,right
2005028,2005028_21015_0_0.png,left
2005028,2005028_21016_0_0.png,right
2005129,2005129_21015_0_0.png,left
2005129,2005129_21016_0_0.png,right
2005278,2005278_21015_0_0.png,left
2005278,2005278_21016_0_0.png,right
2005297,2005297_21015_1_0.png,left
2005297,2005297_21016_1_0.png,right
2005343,2005343_21015_1_0.png,left
2005343,2005343_21016_1_0.png,right
2005385,2005385_21015_0_0.png,left
2005385,2005385_21016_0_0.png,right
2005394,2005394_21015_0_0.png,left
2005394,2005394_21016_0_0.png,right
2005471,2005471_21015_0_0.png,left
2005471,2005471_21016_0_0.png,right
2005533,2005533_21015_0_0.png,left
2005533,2005533_21016_0_0.png,right
2005676,2005676_21015_1_0.png,left
2005676,2005676_21016_1_0.png,right
2005783,2005783_21015_0_0.png,left
2005783,2005783_21016_0_0.png,right
2005852,2005852_21015_1_0.png,left
2005852,2005852_21016_1_0.png,right
2005875,2005875_21015_0_1.png,left
2005875,2005875_21016_0_1.png,right
2005904,2005904_21015_0_0.png,left
2005904,2005904_21016_0_0.png,right
2006120,2006120_21015_0_0.png,left
2006120,2006120_21016_0_0.png,right
2006185,2006185_21015_1_0.png,left
2006185,2006185_21016_1_0.png,right
2006308,2006308_21015_0_0.png,left
2006308,2006308_21016_0_0.png,right
2006767,2006767_21015_1_0.png,left
2006767,2006767_21016_1_0.png,right
2006950,2006950_21015_0_0.png,left
2006950,2006950_21016_0_0.png,right
2006973,2006973_21015_0_0.png,left
2006973,2006973_21016_0_0.png,right
2007057,2007057_21015_1_0.png,left
2007057,2007057_21016_1_0.png,right
2007374,2007374_21015_1_0.png,left
2007374,2007374_21016_1_0.png,right
2007481,2007481_21015_0_0.png,left
2007481,2007481_21016_0_0.png,right
2007593,2007593_21015_0_0.png,left
2007593,2007593_21016_0_0.png,right
2007743,2007743_21015_1_1.png,left
2007743,2007743_21016_1_0.png,right
2007794,2007794_21015_0_0.png,left
2007794,2007794_21016_0_0.png,right
2007917,2007917_21015_0_0.png,left
2007917,2007917_21016_0_0.png,right
2007991,2007991_21015_0_0.png,left
2007991,2007991_21016_0_0.png,right
2008011,2008011_21015_0_0.png,left
2008011,2008011_21016_0_0.png,right
2008052,2008052_21015_0_0.png,left
2008052,2008052_21016_0_0.png,right
2008067,2008067_21015_0_0.png,left
2008067,2008067_21016_0_0.png,right
2008210,2008210_21015_1_0.png,left
2008210,2008210_21016_1_0.png,right
2008388,2008388_21015_0_0.png,left
2008388,2008388_21016_0_0.png,right
2008601,2008601_21015_0_0.png,left
2008601,2008601_21016_0_0.png,right
2008619,2008619_21015_1_0.png,left
2008619,2008619_21016_1_0.png,right
2008672,2008672_21015_0_0.png,left
2008672,2008672_21016_0_0.png,right
2008687,2008687_21015_1_0.png,left
2008687,2008687_21016_1_0.png,right
2008725,2008725_21015_1_0.png,left
2008725,2008725_21016_1_0.png,right
2008869,2008869_21015_0_0.png,left
2008869,2008869_21016_0_0.png,right
2008937,2008937_21015_1_0.png,left
2008937,2008937_21016_1_0.png,right
2009018,2009018_21015_0_0.png,left
2009018,2009018_21016_0_0.png,right
2009066,2009066_21015_0_0.png,left
2009066,2009066_21016_0_0.png,right
2009128,2009128_21015_0_0.png,left
2009128,2009128_21016_0_0.png,right
2009206,2009206_21015_1_0.png,left
2009206,2009206_21016_1_0.png,right
2009243,2009243_21015_0_0.png,left
2009243,2009243_21016_0_0.png,right
2009563,2009563_21015_0_0.png,left
2009563,2009563_21016_0_0.png,right
2009670,2009670_21015_0_0.png,left
2009670,2009670_21016_0_0.png,right
2009716,2009716_21015_0_0.png,left
2009716,2009716_21016_0_0.png,right
2009798,2009798_21015_0_0.png,left
2009798,2009798_21016_0_0.png,right
2009839,2009839_21015_0_0.png,left
2009839,2009839_21016_0_0.png,right
2010434,2010434_21015_0_0.png,left
2010434,2010434_21016_0_0.png,right
2010528,2010528_21015_1_0.png,left
2010528,2010528_21016_1_0.png,right
2010779,2010779_21015_0_0.png,left
2010779,2010779_21016_0_0.png,right
2011079,2011079_21015_0_0.png,left
2011079,2011079_21016_0_0.png,right
2011335,2011335_21015_0_0.png,left
2011335,2011335_21016_0_0.png,right
2011344,2011344_21015_0_0.png,left
2011344,2011344_21016_0_0.png,right
2011393,2011393_21015_1_0.png,left
2011393,2011393_21016_1_0.png,right
2011425,2011425_21015_1_0.png,left
2011425,2011425_21016_1_0.png,right
2011542,2011542_21015_0_0.png,left
2011542,2011542_21016_0_0.png,right
2011696,2011696_21015_0_0.png,left
2011696,2011696_21016_0_0.png,right
2011729,2011729_21015_0_0.png,left
2011729,2011729_21016_0_0.png,right
2011990,2011990_21015_1_0.png,left
2011990,2011990_21016_1_0.png,right
2012010,2012010_21015_0_0.png,left
2012010,2012010_21016_0_0.png,right
2012022,2012022_21015_0_0.png,left
2012022,2012022_21016_0_0.png,right
2012074,2012074_21015_0_0.png,left
2012074,2012074_21016_0_0.png,right
2012179,2012179_21015_0_0.png,left
2012179,2012179_21016_0_0.png,right
2012244,2012244_21015_1_0.png,left
2012244,2012244_21016_1_0.png,right
2012287,2012287_21015_0_0.png,left
2012287,2012287_21016_0_0.png,right
2012465,2012465_21015_0_0.png,left
2012465,2012465_21016_0_0.png,right
2012482,2012482_21015_0_0.png,left
2012482,2012482_21016_0_0.png,right
2012634,2012634_21015_0_0.png,left
2012634,2012634_21016_0_0.png,right
2012775,2012775_21015_0_0.png,left
2012775,2012775_21016_0_0.png,right
2012905,2012905_21015_0_0.png,left
2012905,2012905_21016_0_0.png,right
2013113,2013113_21015_1_0.png,left
2013113,2013113_21016_1_0.png,right
2013142,2013142_21015_0_0.png,left
2013142,2013142_21016_0_0.png,right
2013292,2013292_21015_0_0.png,left
2013292,2013292_21016_0_0.png,right
2013376,2013376_21015_0_0.png,left
2013376,2013376_21016_0_0.png,right
2013552,2013552_21015_0_0.png,left
2013552,2013552_21016_0_0.png,right
2013788,2013788_21015_0_0.png,left
2013788,2013788_21016_0_0.png,right
2013814,2013814_21015_0_1.png,left
2013814,2013814_21016_0_0.png,right
2013886,2013886_21015_0_0.png,left
2013886,2013886_21016_0_0.png,right
2014052,2014052_21015_0_0.png,left
2014052,2014052_21016_0_0.png,right
2014108,2014108_21015_0_0.png,left
2014108,2014108_21016_0_0.png,right
2014149,2014149_21015_0_0.png,left
2014149,2014149_21016_0_0.png,right
2014660,2014660_21015_0_0.png,left
2014660,2014660_21016_0_0.png,right
2014672,2014672_21015_0_0.png,left
2014672,2014672_21016_0_0.png,right
2014709,2014709_21015_0_0.png,left
2014709,2014709_21016_0_0.png,right
2014748,2014748_21015_0_0.png,left
2014748,2014748_21016_0_0.png,right
2014754,2014754_21015_0_0.png,left
2014754,2014754_21016_0_0.png,right
2014763,2014763_21015_0_0.png,left
2014763,2014763_21016_0_0.png,right
2014813,2014813_21015_0_0.png,left
2014813,2014813_21016_0_0.png,right
2014834,2014834_21015_0_0.png,left
2014834,2014834_21016_0_0.png,right
2014855,2014855_21015_0_0.png,left
2014855,2014855_21016_0_0.png,right
2014968,2014968_21015_1_0.png,left
2014968,2014968_21016_1_0.png,right
2015048,2015048_21015_0_0.png,left
2015048,2015048_21016_0_0.png,right
2015443,2015443_21015_0_0.png,left
2015443,2015443_21016_0_0.png,right
2015801,2015801_21015_0_0.png,left
2015801,2015801_21016_0_0.png,right
2015819,2015819_21015_0_0.png,left
2015819,2015819_21016_0_0.png,right
2015914,2015914_21015_0_0.png,left
2015914,2015914_21016_0_0.png,right
2016013,2016013_21015_0_0.png,left
2016013,2016013_21016_0_0.png,right
2016719,2016719_21015_0_0.png,left
2016719,2016719_21016_0_0.png,right
2016899,2016899_21015_1_0.png,left
2016899,2016899_21016_1_0.png,right
2016902,2016902_21015_1_0.png,left
2016902,2016902_21016_1_0.png,right
2017073,2017073_21015_1_0.png,left
2017073,2017073_21016_1_0.png,right
2017101,2017101_21015_0_0.png,left
2017101,2017101_21016_0_0.png,right
2017334,2017334_21015_0_0.png,left
2017334,2017334_21016_0_0.png,right
2017378,2017378_21015_0_0.png,left
2017378,2017378_21016_0_0.png,right
2017381,2017381_21015_1_0.png,left
2017381,2017381_21016_1_0.png,right
2017490,2017490_21015_0_0.png,left
2017490,2017490_21016_0_0.png,right
2017509,2017509_21015_0_0.png,left
2017509,2017509_21016_0_0.png,right
2017591,2017591_21015_1_0.png,left
2017591,2017591_21016_1_0.png,right
2017621,2017621_21015_0_0.png,left
2017621,2017621_21016_0_0.png,right
2017695,2017695_21015_1_0.png,left
2017695,2017695_21016_1_0.png,right
2017716,2017716_21015_0_0.png,left
2017716,2017716_21016_0_0.png,right
2017910,2017910_21015_0_0.png,left
2017910,2017910_21016_0_0.png,right
2017961,2017961_21015_1_0.png,left
2017961,2017961_21016_1_0.png,right
2017974,2017974_21015_0_0.png,left
2017974,2017974_21016_0_0.png,right
2018087,2018087_21015_0_0.png,left
2018087,2018087_21016_0_0.png,right
2018105,2018105_21015_0_0.png,left
2018105,2018105_21016_0_0.png,right
2018351,2018351_21015_0_0.png,left
2018351,2018351_21016_0_0.png,right
2018402,2018402_21015_0_0.png,left
2018402,2018402_21016_0_0.png,right
2018471,2018471_21015_0_0.png,left
2018471,2018471_21016_0_0.png,right
2018496,2018496_21015_0_0.png,left
2018496,2018496_21016_0_0.png,right
2018609,2018609_21015_0_0.png,left
2018609,2018609_21016_0_0.png,right
2018632,2018632_21015_0_0.png,left
2018632,2018632_21016_0_0.png,right
2018736,2018736_21015_0_0.png,left
2018736,2018736_21016_0_0.png,right
2018982,2018982_21015_0_0.png,left
2018982,2018982_21016_0_0.png,right
2019132,2019132_21015_1_0.png,left
2019132,2019132_21016_1_0.png,right
2019419,2019419_21015_0_0.png,left
2019419,2019419_21016_0_0.png,right
2019561,2019561_21015_0_0.png,left
2019561,2019561_21016_0_0.png,right
2019666,2019666_21015_0_0.png,left
2019666,2019666_21016_0_0.png,right
2019749,2019749_21015_1_0.png,left
2019749,2019749_21016_1_0.png,right
2019786,2019786_21015_0_0.png,left
2019786,2019786_21016_0_0.png,right
2019837,2019837_21015_0_0.png,left
2019837,2019837_21016_0_0.png,right
2019868,2019868_21015_0_0.png,left
2019868,2019868_21016_0_0.png,right
2020089,2020089_21015_0_0.png,left
2020089,2020089_21016_0_0.png,right
2020186,2020186_21015_0_0.png,left
2020186,2020186_21016_0_0.png,right
2020450,2020450_21015_0_0.png,left
2020450,2020450_21016_0_0.png,right
2020582,2020582_21015_0_0.png,left
2020582,2020582_21016_0_0.png,right
2020656,2020656_21015_0_0.png,left
2020656,2020656_21016_0_0.png,right
2020776,2020776_21015_0_0.png,left
2020776,2020776_21016_0_0.png,right
2021115,2021115_21015_0_0.png,left
2021115,2021115_21016_0_0.png,right
2021188,2021188_21015_0_0.png,left
2021188,2021188_21016_0_0.png,right
2021203,2021203_21015_0_0.png,left
2021203,2021203_21016_0_0.png,right
2021406,2021406_21015_0_0.png,left
2021406,2021406_21016_0_0.png,right
2021607,2021607_21015_0_0.png,left
2021607,2021607_21016_0_0.png,right
2021742,2021742_21015_1_0.png,left
2021742,2021742_21016_1_0.png,right
2021856,2021856_21015_0_0.png,left
2021856,2021856_21016_0_0.png,right
2021957,2021957_21015_0_0.png,left
2021957,2021957_21016_0_0.png,right
2022039,2022039_21015_0_0.png,left
2022039,2022039_21016_0_0.png,right
2022040,2022040_21015_1_0.png,left
2022040,2022040_21016_1_0.png,right
2022820,2022820_21015_0_0.png,left
2022820,2022820_21016_0_0.png,right
2023028,2023028_21015_1_0.png,left
2023028,2023028_21016_1_0.png,right
2023213,2023213_21015_0_0.png,left
2023213,2023213_21016_0_0.png,right
2023281,2023281_21015_0_0.png,left
2023281,2023281_21016_0_0.png,right
2023297,2023297_21015_0_0.png,left
2023297,2023297_21016_0_0.png,right
2023306,2023306_21015_0_0.png,left
2023306,2023306_21016_0_0.png,right
2023320,2023320_21015_1_0.png,left
2023320,2023320_21016_1_0.png,right
2023343,2023343_21015_1_0.png,left
2023343,2023343_21016_1_0.png,right
2023385,2023385_21015_0_0.png,left
2023385,2023385_21016_0_0.png,right
2023904,2023904_21015_1_0.png,left
2023904,2023904_21016_1_0.png,right
2023998,2023998_21015_0_0.png,left
2023998,2023998_21016_0_0.png,right
2024049,2024049_21015_0_0.png,left
2024049,2024049_21016_0_0.png,right
2024152,2024152_21015_0_0.png,left
2024152,2024152_21016_0_0.png,right
2024497,2024497_21015_0_0.png,left
2024497,2024497_21016_0_0.png,right
2024501,2024501_21015_0_0.png,left
2024501,2024501_21016_0_0.png,right
2024593,2024593_21015_0_0.png,left
2024593,2024593_21016_0_0.png,right
2024847,2024847_21015_0_0.png,left
2024847,2024847_21016_1_0.png,right
2024925,2024925_21015_0_0.png,left
2024925,2024925_21016_0_0.png,right
2024932,2024932_21015_1_0.png,left
2024932,2024932_21016_1_0.png,right
2024980,2024980_21015_0_0.png,left
2024980,2024980_21016_0_0.png,right
2025214,2025214_21015_0_0.png,left
2025214,2025214_21016_0_0.png,right
2025319,2025319_21015_0_0.png,left
2025319,2025319_21016_0_0.png,right
2025729,2025729_21015_0_0.png,left
2025729,2025729_21016_0_0.png,right
2025747,2025747_21015_0_0.png,left
2025747,2025747_21016_0_0.png,right
2025773,2025773_21015_0_0.png,left
2025773,2025773_21016_0_1.png,right
2026031,2026031_21015_0_0.png,left
2026031,2026031_21016_0_0.png,right
2026050,2026050_21015_1_0.png,left
2026050,2026050_21016_1_0.png,right
2026066,2026066_21015_0_0.png,left
2026066,2026066_21016_0_0.png,right
2026160,2026160_21015_0_0.png,left
2026160,2026160_21016_0_0.png,right
2026206,2026206_21015_1_0.png,left
2026206,2026206_21016_1_0.png,right
2026411,2026411_21015_0_0.png,left
2026411,2026411_21016_0_0.png,right
2026509,2026509_21015_0_0.png,left
2026509,2026509_21016_0_0.png,right
2026532,2026532_21015_0_0.png,left
2026532,2026532_21016_0_0.png,right
2026608,2026608_21015_0_0.png,left
2026608,2026608_21016_0_0.png,right
2026802,2026802_21015_0_0.png,left
2026802,2026802_21016_0_0.png,right
2026853,2026853_21015_1_0.png,left
2026853,2026853_21016_1_0.png,right
2026888,2026888_21015_0_0.png,left
2026888,2026888_21016_0_0.png,right
2027078,2027078_21015_1_0.png,left
2027078,2027078_21016_1_0.png,right
2027280,2027280_21015_0_0.png,left
2027280,2027280_21016_0_0.png,right
2027291,2027291_21015_1_0.png,left
2027291,2027291_21016_1_0.png,right
2027495,2027495_21015_0_0.png,left
2027495,2027495_21016_0_0.png,right
2027551,2027551_21015_0_0.png,left
2027551,2027551_21016_0_0.png,right
2027756,2027756_21015_0_0.png,left
2027756,2027756_21016_0_0.png,right
2027787,2027787_21015_1_0.png,left
2027787,2027787_21016_1_0.png,right
2028023,2028023_21015_0_0.png,left
2028023,2028023_21016_0_0.png,right
2028065,2028065_21015_0_0.png,left
2028065,2028065_21016_0_0.png,right
2028098,2028098_21015_0_0.png,left
2028098,2028098_21016_0_0.png,right
2028142,2028142_21015_0_0.png,left
2028142,2028142_21016_0_0.png,right
2028169,2028169_21015_0_0.png,left
2028169,2028169_21016_0_0.png,right
2028231,2028231_21015_0_0.png,left
2028231,2028231_21016_0_0.png,right
2028247,2028247_21015_1_0.png,left
2028247,2028247_21016_1_0.png,right
2028273,2028273_21015_0_0.png,left
2028273,2028273_21016_0_0.png,right
2028292,2028292_21015_1_0.png,left
2028292,2028292_21016_1_0.png,right
2028354,2028354_21015_0_0.png,left
2028354,2028354_21016_0_0.png,right
2028407,2028407_21015_0_0.png,left
2028407,2028407_21016_0_0.png,right
2028436,2028436_21015_0_0.png,left
2028436,2028436_21016_0_0.png,right
2028538,2028538_21015_0_0.png,left
2028538,2028538_21016_0_0.png,right
2028739,2028739_21015_0_0.png,left
2028739,2028739_21016_0_0.png,right
2028862,2028862_21015_1_0.png,left
2028862,2028862_21016_1_0.png,right
2028928,2028928_21015_0_0.png,left
2028928,2028928_21016_0_0.png,right
2028960,2028960_21015_0_0.png,left
2028960,2028960_21016_0_0.png,right
2028972,2028972_21015_0_0.png,left
2028972,2028972_21016_0_0.png,right
